:START_ID(Crash),:END_ID(SA4),:TYPE
2253,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
2254,Cairns,OCCURRED_IN_SA4
2255,Ballarat,OCCURRED_IN_SA4
2256,Adelaide - North,OCCURRED_IN_SA4
2257,Queensland - Outback,OCCURRED_IN_SA4
2258,Darwin,OCCURRED_IN_SA4
2259,Coffs Harbour - Grafton,OCCURRED_IN_SA4
2260,Murray,OCCURRED_IN_SA4
2261,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
2262,Geelong,OCCURRED_IN_SA4
2263,Sydney - Inner West,OCCURRED_IN_SA4
2264,Central Queensland,OCCURRED_IN_SA4
2265,Australian Capital Territory,OCCURRED_IN_SA4
2266,Melbourne - West,OCCURRED_IN_SA4
2267,Warrnambool and South West,OCCURRED_IN_SA4
2268,South Australia - South East,OCCURRED_IN_SA4
2269,Adelaide - North,OCCURRED_IN_SA4
2270,Central Coast,OCCURRED_IN_SA4
2271,Capital Region,OCCURRED_IN_SA4
2272,Gold Coast,OCCURRED_IN_SA4
2273,Northern Territory - Outback,OCCURRED_IN_SA4
2274,Ballarat,OCCURRED_IN_SA4
2275,Latrobe - Gippsland,OCCURRED_IN_SA4
2276,Melbourne - West,OCCURRED_IN_SA4
2277,Melbourne - North East,OCCURRED_IN_SA4
2278,Darling Downs - Maranoa,OCCURRED_IN_SA4
2279,Melbourne - North West,OCCURRED_IN_SA4
2280,Geelong,OCCURRED_IN_SA4
2281,Melbourne - South East,OCCURRED_IN_SA4
2282,Darling Downs - Maranoa,OCCURRED_IN_SA4
2283,Brisbane Inner City,OCCURRED_IN_SA4
2284,Sydney - North Sydney and Hornsby,OCCURRED_IN_SA4
2285,Central West,OCCURRED_IN_SA4
2286,Logan - Beaudesert,OCCURRED_IN_SA4
2287,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
2288,Sunshine Coast,OCCURRED_IN_SA4
2289,South Australia - South East,OCCURRED_IN_SA4
2290,Melbourne - West,OCCURRED_IN_SA4
2291,Geelong,OCCURRED_IN_SA4
2292,Brisbane - West,OCCURRED_IN_SA4
2293,Latrobe - Gippsland,OCCURRED_IN_SA4
2294,Central Queensland,OCCURRED_IN_SA4
2295,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
2296,Sydney - North Sydney and Hornsby,OCCURRED_IN_SA4
2297,Central Queensland,OCCURRED_IN_SA4
2298,West and North West,OCCURRED_IN_SA4
2299,Darwin,OCCURRED_IN_SA4
2300,South Australia - Outback,OCCURRED_IN_SA4
2301,Melbourne - West,OCCURRED_IN_SA4
2302,Logan - Beaudesert,OCCURRED_IN_SA4
2303,New England and North West,OCCURRED_IN_SA4
2304,Hume,OCCURRED_IN_SA4
2305,Gold Coast,OCCURRED_IN_SA4
2306,New England and North West,OCCURRED_IN_SA4
2307,Wide Bay,OCCURRED_IN_SA4
2308,Townsville,OCCURRED_IN_SA4
2309,Brisbane Inner City,OCCURRED_IN_SA4
2310,Northern Territory - Outback,OCCURRED_IN_SA4
2311,North West,OCCURRED_IN_SA4
2312,Sydney - Blacktown,OCCURRED_IN_SA4
2313,Launceston and North East,OCCURRED_IN_SA4
2314,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
2315,Central Queensland,OCCURRED_IN_SA4
2316,Wide Bay,OCCURRED_IN_SA4
2317,Australian Capital Territory,OCCURRED_IN_SA4
2318,Wide Bay,OCCURRED_IN_SA4
2319,Launceston and North East,OCCURRED_IN_SA4
2320,Ipswich,OCCURRED_IN_SA4
2321,North West,OCCURRED_IN_SA4
2322,Hume,OCCURRED_IN_SA4
2323,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
2324,West and North West,OCCURRED_IN_SA4
2325,Sydney - Baulkham Hills and Hawkesbury,OCCURRED_IN_SA4
2326,Hume,OCCURRED_IN_SA4
2327,Sunshine Coast,OCCURRED_IN_SA4
2328,Logan - Beaudesert,OCCURRED_IN_SA4
2329,Far West and Orana,OCCURRED_IN_SA4
2330,Darwin,OCCURRED_IN_SA4
2331,Brisbane - South,OCCURRED_IN_SA4
2332,Australian Capital Territory,OCCURRED_IN_SA4
2333,Sunshine Coast,OCCURRED_IN_SA4
2334,Adelaide - South,OCCURRED_IN_SA4
2335,Melbourne - West,OCCURRED_IN_SA4
2336,Queensland - Outback,OCCURRED_IN_SA4
2337,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
2338,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
2339,Murray,OCCURRED_IN_SA4
2340,Latrobe - Gippsland,OCCURRED_IN_SA4
2341,Australian Capital Territory,OCCURRED_IN_SA4
2342,Townsville,OCCURRED_IN_SA4
2343,Richmond - Tweed,OCCURRED_IN_SA4
2344,Gold Coast,OCCURRED_IN_SA4
2345,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
2346,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
2347,Ipswich,OCCURRED_IN_SA4
2348,Ipswich,OCCURRED_IN_SA4
2349,Sydney - Baulkham Hills and Hawkesbury,OCCURRED_IN_SA4
2350,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
2351,Wide Bay,OCCURRED_IN_SA4
2352,Adelaide - Central and Hills,OCCURRED_IN_SA4
2353,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
2354,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
2355,Latrobe - Gippsland,OCCURRED_IN_SA4
2356,Moreton Bay - South,OCCURRED_IN_SA4
2357,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
2358,Mid North Coast,OCCURRED_IN_SA4
2359,Ipswich,OCCURRED_IN_SA4
2360,Ipswich,OCCURRED_IN_SA4
2361,Logan - Beaudesert,OCCURRED_IN_SA4
2362,Warrnambool and South West,OCCURRED_IN_SA4
2363,Central Coast,OCCURRED_IN_SA4
2364,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
2365,Launceston and North East,OCCURRED_IN_SA4
2366,Illawarra,OCCURRED_IN_SA4
2367,Melbourne - West,OCCURRED_IN_SA4
2368,Hobart,OCCURRED_IN_SA4
2369,New England and North West,OCCURRED_IN_SA4
2370,Australian Capital Territory,OCCURRED_IN_SA4
2371,Hume,OCCURRED_IN_SA4
2372,Wide Bay,OCCURRED_IN_SA4
2373,Sydney - Outer West and Blue Mountains,OCCURRED_IN_SA4
2374,Sydney - Inner South West,OCCURRED_IN_SA4
2375,Cairns,OCCURRED_IN_SA4
2376,Hobart,OCCURRED_IN_SA4
2377,Cairns,OCCURRED_IN_SA4
2378,Melbourne - Inner,OCCURRED_IN_SA4
2379,Adelaide - North,OCCURRED_IN_SA4
2380,Northern Territory - Outback,OCCURRED_IN_SA4
2381,Brisbane - South,OCCURRED_IN_SA4
2382,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
2383,Brisbane - South,OCCURRED_IN_SA4
2384,Adelaide - North,OCCURRED_IN_SA4
2385,New England and North West,OCCURRED_IN_SA4
2386,Central West,OCCURRED_IN_SA4
2387,Sydney - City and Inner South,OCCURRED_IN_SA4
2388,Adelaide - Central and Hills,OCCURRED_IN_SA4
2389,South Australia - Outback,OCCURRED_IN_SA4
2390,Hume,OCCURRED_IN_SA4
2391,Mid North Coast,OCCURRED_IN_SA4
2392,Geelong,OCCURRED_IN_SA4
2393,Sydney - Parramatta,OCCURRED_IN_SA4
2394,Darwin,OCCURRED_IN_SA4
2395,Sunshine Coast,OCCURRED_IN_SA4
2396,Sydney - Eastern Suburbs,OCCURRED_IN_SA4
2397,Northern Territory - Outback,OCCURRED_IN_SA4
2398,Australian Capital Territory,OCCURRED_IN_SA4
2399,Coffs Harbour - Grafton,OCCURRED_IN_SA4
2400,Central West,OCCURRED_IN_SA4
2401,Logan - Beaudesert,OCCURRED_IN_SA4
2402,Bendigo,OCCURRED_IN_SA4
2403,South Australia - Outback,OCCURRED_IN_SA4
2404,Melbourne - North East,OCCURRED_IN_SA4
2405,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
2406,Far West and Orana,OCCURRED_IN_SA4
2407,North West,OCCURRED_IN_SA4
2408,Sydney - Sutherland,OCCURRED_IN_SA4
2409,Warrnambool and South West,OCCURRED_IN_SA4
2410,Ballarat,OCCURRED_IN_SA4
2411,West and North West,OCCURRED_IN_SA4
2412,Mid North Coast,OCCURRED_IN_SA4
2413,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
2414,Riverina,OCCURRED_IN_SA4
2415,West and North West,OCCURRED_IN_SA4
2416,Melbourne - Inner,OCCURRED_IN_SA4
2417,Capital Region,OCCURRED_IN_SA4
2418,Ipswich,OCCURRED_IN_SA4
2419,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
2420,Sydney - Parramatta,OCCURRED_IN_SA4
2421,Sydney - Outer West and Blue Mountains,OCCURRED_IN_SA4
2422,Sydney - Inner West,OCCURRED_IN_SA4
2423,Sunshine Coast,OCCURRED_IN_SA4
2424,Richmond - Tweed,OCCURRED_IN_SA4
2425,Richmond - Tweed,OCCURRED_IN_SA4
2426,Hobart,OCCURRED_IN_SA4
2427,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
2428,Sydney - City and Inner South,OCCURRED_IN_SA4
2429,Melbourne - South East,OCCURRED_IN_SA4
2430,Capital Region,OCCURRED_IN_SA4
2431,Northern Territory - Outback,OCCURRED_IN_SA4
2432,Shepparton,OCCURRED_IN_SA4
2433,Sydney - Outer South West,OCCURRED_IN_SA4
2434,Northern Territory - Outback,OCCURRED_IN_SA4
2435,Australian Capital Territory,OCCURRED_IN_SA4
2436,Darling Downs - Maranoa,OCCURRED_IN_SA4
2437,Melbourne - Inner,OCCURRED_IN_SA4
2438,Melbourne - Inner South,OCCURRED_IN_SA4
2439,Launceston and North East,OCCURRED_IN_SA4
2440,Ipswich,OCCURRED_IN_SA4
2441,Wide Bay,OCCURRED_IN_SA4
2442,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
2443,Shepparton,OCCURRED_IN_SA4
2444,Central Queensland,OCCURRED_IN_SA4
2445,Central Queensland,OCCURRED_IN_SA4
2446,Murray,OCCURRED_IN_SA4
2447,South Australia - Outback,OCCURRED_IN_SA4
2448,Murray,OCCURRED_IN_SA4
2449,Melbourne - North West,OCCURRED_IN_SA4
2450,Sydney - Parramatta,OCCURRED_IN_SA4
2451,Sunshine Coast,OCCURRED_IN_SA4
2452,West and North West,OCCURRED_IN_SA4
2453,Hobart,OCCURRED_IN_SA4
2454,Launceston and North East,OCCURRED_IN_SA4
2455,New England and North West,OCCURRED_IN_SA4
2456,South Australia - Outback,OCCURRED_IN_SA4
2457,Darwin,OCCURRED_IN_SA4
2458,Melbourne - Inner,OCCURRED_IN_SA4
2459,South Australia - South East,OCCURRED_IN_SA4
2460,Melbourne - South East,OCCURRED_IN_SA4
2461,Melbourne - Inner,OCCURRED_IN_SA4
2462,Adelaide - North,OCCURRED_IN_SA4
2463,New England and North West,OCCURRED_IN_SA4
2464,Mornington Peninsula,OCCURRED_IN_SA4
2465,Sydney - South West,OCCURRED_IN_SA4
2466,Sydney - Blacktown,OCCURRED_IN_SA4
2467,Melbourne - North East,OCCURRED_IN_SA4
2468,Sydney - Inner South West,OCCURRED_IN_SA4
2469,Darling Downs - Maranoa,OCCURRED_IN_SA4
2470,South Australia - South East,OCCURRED_IN_SA4
2471,Melbourne - Outer East,OCCURRED_IN_SA4
2472,Launceston and North East,OCCURRED_IN_SA4
2473,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
2474,Capital Region,OCCURRED_IN_SA4
2475,Capital Region,OCCURRED_IN_SA4
2476,South Australia - Outback,OCCURRED_IN_SA4
2477,Far West and Orana,OCCURRED_IN_SA4
2478,Melbourne - Inner,OCCURRED_IN_SA4
2479,Warrnambool and South West,OCCURRED_IN_SA4
2480,Gold Coast,OCCURRED_IN_SA4
2481,West and North West,OCCURRED_IN_SA4
2482,Melbourne - Outer East,OCCURRED_IN_SA4
2483,Shepparton,OCCURRED_IN_SA4
2484,New England and North West,OCCURRED_IN_SA4
2485,Toowoomba,OCCURRED_IN_SA4
2486,Cairns,OCCURRED_IN_SA4
2487,New England and North West,OCCURRED_IN_SA4
2488,Cairns,OCCURRED_IN_SA4
2489,Adelaide - South,OCCURRED_IN_SA4
2490,Richmond - Tweed,OCCURRED_IN_SA4
2491,Moreton Bay - South,OCCURRED_IN_SA4
2492,Hume,OCCURRED_IN_SA4
2493,Cairns,OCCURRED_IN_SA4
2494,Northern Territory - Outback,OCCURRED_IN_SA4
2495,Bendigo,OCCURRED_IN_SA4
2496,Latrobe - Gippsland,OCCURRED_IN_SA4
2497,Logan - Beaudesert,OCCURRED_IN_SA4
2498,Central Coast,OCCURRED_IN_SA4
2499,Riverina,OCCURRED_IN_SA4
2500,Northern Territory - Outback,OCCURRED_IN_SA4
2501,Adelaide - Central and Hills,OCCURRED_IN_SA4
2502,Darwin,OCCURRED_IN_SA4
2503,Murray,OCCURRED_IN_SA4
2504,Central West,OCCURRED_IN_SA4
2505,New England and North West,OCCURRED_IN_SA4
2506,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
2507,Sydney - Sutherland,OCCURRED_IN_SA4
2508,Geelong,OCCURRED_IN_SA4
2509,Sydney - Inner West,OCCURRED_IN_SA4
2510,Wide Bay,OCCURRED_IN_SA4
2511,South Australia - Outback,OCCURRED_IN_SA4
2512,Ipswich,OCCURRED_IN_SA4
2513,Townsville,OCCURRED_IN_SA4
2514,Sydney - Parramatta,OCCURRED_IN_SA4
2515,Mornington Peninsula,OCCURRED_IN_SA4
2516,Brisbane - South,OCCURRED_IN_SA4
2517,Logan - Beaudesert,OCCURRED_IN_SA4
2518,Mid North Coast,OCCURRED_IN_SA4
2519,Adelaide - Central and Hills,OCCURRED_IN_SA4
2520,Hume,OCCURRED_IN_SA4
2521,Cairns,OCCURRED_IN_SA4
2522,Central Queensland,OCCURRED_IN_SA4
2523,Sydney - City and Inner South,OCCURRED_IN_SA4
2524,Melbourne - South East,OCCURRED_IN_SA4
2525,Riverina,OCCURRED_IN_SA4
2526,Capital Region,OCCURRED_IN_SA4
2527,Cairns,OCCURRED_IN_SA4
2528,Launceston and North East,OCCURRED_IN_SA4
2529,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
2530,Sydney - South West,OCCURRED_IN_SA4
2531,Darling Downs - Maranoa,OCCURRED_IN_SA4
2532,West and North West,OCCURRED_IN_SA4
2533,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
2534,Richmond - Tweed,OCCURRED_IN_SA4
2535,New England and North West,OCCURRED_IN_SA4
2536,Latrobe - Gippsland,OCCURRED_IN_SA4
2537,Capital Region,OCCURRED_IN_SA4
2538,North West,OCCURRED_IN_SA4
2539,West and North West,OCCURRED_IN_SA4
2540,Cairns,OCCURRED_IN_SA4
2541,Sunshine Coast,OCCURRED_IN_SA4
2542,Bendigo,OCCURRED_IN_SA4
2543,Wide Bay,OCCURRED_IN_SA4
2544,Sydney - Blacktown,OCCURRED_IN_SA4
2545,Sydney - South West,OCCURRED_IN_SA4
2546,Toowoomba,OCCURRED_IN_SA4
2547,Newcastle and Lake Macquarie,OCCURRED_IN_SA4
2548,Northern Territory - Outback,OCCURRED_IN_SA4
2549,Central Queensland,OCCURRED_IN_SA4
2550,Melbourne - Inner,OCCURRED_IN_SA4
2551,Melbourne - North East,OCCURRED_IN_SA4
2552,Hume,OCCURRED_IN_SA4
2553,Gold Coast,OCCURRED_IN_SA4
2554,Ipswich,OCCURRED_IN_SA4
2555,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
2556,Central Queensland,OCCURRED_IN_SA4
2557,Cairns,OCCURRED_IN_SA4
2558,Gold Coast,OCCURRED_IN_SA4
2559,Far West and Orana,OCCURRED_IN_SA4
2560,Sunshine Coast,OCCURRED_IN_SA4
2561,Riverina,OCCURRED_IN_SA4
2562,Melbourne - North East,OCCURRED_IN_SA4
2563,Sydney - City and Inner South,OCCURRED_IN_SA4
2564,Sunshine Coast,OCCURRED_IN_SA4
2565,Hume,OCCURRED_IN_SA4
2566,Melbourne - Inner,OCCURRED_IN_SA4
2567,Far West and Orana,OCCURRED_IN_SA4
2568,Central Queensland,OCCURRED_IN_SA4
2569,Ballarat,OCCURRED_IN_SA4
2570,Wide Bay,OCCURRED_IN_SA4
2571,Ipswich,OCCURRED_IN_SA4
2572,Ballarat,OCCURRED_IN_SA4
2573,Mid North Coast,OCCURRED_IN_SA4
2574,Sydney - Baulkham Hills and Hawkesbury,OCCURRED_IN_SA4
2575,Darwin,OCCURRED_IN_SA4
2576,Far West and Orana,OCCURRED_IN_SA4
2577,Adelaide - South,OCCURRED_IN_SA4
2578,Melbourne - North West,OCCURRED_IN_SA4
2579,Sydney - Outer West and Blue Mountains,OCCURRED_IN_SA4
2580,Northern Territory - Outback,OCCURRED_IN_SA4
2581,South Australia - Outback,OCCURRED_IN_SA4
2582,Queensland - Outback,OCCURRED_IN_SA4
2583,Shepparton,OCCURRED_IN_SA4
2584,Townsville,OCCURRED_IN_SA4
2585,Brisbane - West,OCCURRED_IN_SA4
2586,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
2587,Sydney - Outer South West,OCCURRED_IN_SA4
2588,Adelaide - Central and Hills,OCCURRED_IN_SA4
2589,South Australia - South East,OCCURRED_IN_SA4
2590,Moreton Bay - South,OCCURRED_IN_SA4
2591,Adelaide - North,OCCURRED_IN_SA4
2592,Newcastle and Lake Macquarie,OCCURRED_IN_SA4
2593,Melbourne - North East,OCCURRED_IN_SA4
2594,Melbourne - North West,OCCURRED_IN_SA4
2595,Sunshine Coast,OCCURRED_IN_SA4
2596,Illawarra,OCCURRED_IN_SA4
2597,Far West and Orana,OCCURRED_IN_SA4
2598,Hume,OCCURRED_IN_SA4
2599,Sydney - South West,OCCURRED_IN_SA4
2600,Gold Coast,OCCURRED_IN_SA4
2601,Ipswich,OCCURRED_IN_SA4
2602,Melbourne - West,OCCURRED_IN_SA4
2603,Australian Capital Territory,OCCURRED_IN_SA4
2604,Launceston and North East,OCCURRED_IN_SA4
2605,Ipswich,OCCURRED_IN_SA4
2606,Hume,OCCURRED_IN_SA4
2607,Sydney - Inner South West,OCCURRED_IN_SA4
2608,Cairns,OCCURRED_IN_SA4
2609,Hobart,OCCURRED_IN_SA4
2610,Murray,OCCURRED_IN_SA4
2611,Melbourne - South East,OCCURRED_IN_SA4
2612,Central Coast,OCCURRED_IN_SA4
2613,Central West,OCCURRED_IN_SA4
2614,South Australia - South East,OCCURRED_IN_SA4
2615,Moreton Bay - North,OCCURRED_IN_SA4
2616,Latrobe - Gippsland,OCCURRED_IN_SA4
2617,Hobart,OCCURRED_IN_SA4
2618,Melbourne - West,OCCURRED_IN_SA4
2619,Central Queensland,OCCURRED_IN_SA4
2620,South Australia - South East,OCCURRED_IN_SA4
2621,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
2622,Sunshine Coast,OCCURRED_IN_SA4
2623,Shepparton,OCCURRED_IN_SA4
2624,Warrnambool and South West,OCCURRED_IN_SA4
2625,Far West and Orana,OCCURRED_IN_SA4
2626,Capital Region,OCCURRED_IN_SA4
2627,Logan - Beaudesert,OCCURRED_IN_SA4
2628,Sydney - Eastern Suburbs,OCCURRED_IN_SA4
2629,Darwin,OCCURRED_IN_SA4
2630,Wide Bay,OCCURRED_IN_SA4
2631,Sunshine Coast,OCCURRED_IN_SA4
2632,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
2633,Melbourne - Inner South,OCCURRED_IN_SA4
2634,North West,OCCURRED_IN_SA4
2635,Queensland - Outback,OCCURRED_IN_SA4
2636,Central Queensland,OCCURRED_IN_SA4
2637,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
2638,Central West,OCCURRED_IN_SA4
2639,Shepparton,OCCURRED_IN_SA4
2640,South Australia - South East,OCCURRED_IN_SA4
2641,Illawarra,OCCURRED_IN_SA4
2642,Brisbane - North,OCCURRED_IN_SA4
2643,Darling Downs - Maranoa,OCCURRED_IN_SA4
2644,Newcastle and Lake Macquarie,OCCURRED_IN_SA4
2645,Moreton Bay - North,OCCURRED_IN_SA4
2646,Capital Region,OCCURRED_IN_SA4
2647,Sunshine Coast,OCCURRED_IN_SA4
2648,Cairns,OCCURRED_IN_SA4
2649,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
2650,Warrnambool and South West,OCCURRED_IN_SA4
2651,Wide Bay,OCCURRED_IN_SA4
2652,Adelaide - North,OCCURRED_IN_SA4
2653,Warrnambool and South West,OCCURRED_IN_SA4
2654,Hume,OCCURRED_IN_SA4
2655,South Australia - Outback,OCCURRED_IN_SA4
2656,Sydney - Outer South West,OCCURRED_IN_SA4
2657,Brisbane - South,OCCURRED_IN_SA4
2658,Darling Downs - Maranoa,OCCURRED_IN_SA4
2659,Capital Region,OCCURRED_IN_SA4
2660,Far West and Orana,OCCURRED_IN_SA4
2661,Geelong,OCCURRED_IN_SA4
2662,Sunshine Coast,OCCURRED_IN_SA4
2663,Latrobe - Gippsland,OCCURRED_IN_SA4
2664,Hume,OCCURRED_IN_SA4
2665,Ipswich,OCCURRED_IN_SA4
2666,Wide Bay,OCCURRED_IN_SA4
2667,Melbourne - North West,OCCURRED_IN_SA4
2668,Melbourne - North West,OCCURRED_IN_SA4
2669,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
2670,Ballarat,OCCURRED_IN_SA4
2671,Capital Region,OCCURRED_IN_SA4
2672,Richmond - Tweed,OCCURRED_IN_SA4
2673,Capital Region,OCCURRED_IN_SA4
2674,Capital Region,OCCURRED_IN_SA4
2675,Townsville,OCCURRED_IN_SA4
2676,Central West,OCCURRED_IN_SA4
2677,Sydney - Blacktown,OCCURRED_IN_SA4
2678,Darling Downs - Maranoa,OCCURRED_IN_SA4
2679,Coffs Harbour - Grafton,OCCURRED_IN_SA4
2680,Townsville,OCCURRED_IN_SA4
2681,Melbourne - South East,OCCURRED_IN_SA4
2682,Hume,OCCURRED_IN_SA4
2683,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
2684,Warrnambool and South West,OCCURRED_IN_SA4
2685,New England and North West,OCCURRED_IN_SA4
2686,North West,OCCURRED_IN_SA4
2687,Ipswich,OCCURRED_IN_SA4
2688,Launceston and North East,OCCURRED_IN_SA4
2689,Mid North Coast,OCCURRED_IN_SA4
2690,Darling Downs - Maranoa,OCCURRED_IN_SA4
2691,Melbourne - South East,OCCURRED_IN_SA4
2692,Central West,OCCURRED_IN_SA4
2693,Shepparton,OCCURRED_IN_SA4
2694,Queensland - Outback,OCCURRED_IN_SA4
2695,Capital Region,OCCURRED_IN_SA4
2696,Northern Territory - Outback,OCCURRED_IN_SA4
2697,Hume,OCCURRED_IN_SA4
2698,Sydney - Baulkham Hills and Hawkesbury,OCCURRED_IN_SA4
2699,Launceston and North East,OCCURRED_IN_SA4
2700,Melbourne - West,OCCURRED_IN_SA4
2701,Sydney - South West,OCCURRED_IN_SA4
2702,Northern Territory - Outback,OCCURRED_IN_SA4
2703,Adelaide - Central and Hills,OCCURRED_IN_SA4
2704,Sydney - North Sydney and Hornsby,OCCURRED_IN_SA4
2705,Queensland - Outback,OCCURRED_IN_SA4
2706,Shepparton,OCCURRED_IN_SA4
2707,Brisbane - South,OCCURRED_IN_SA4
2708,Sydney - Outer West and Blue Mountains,OCCURRED_IN_SA4
2709,Melbourne - North West,OCCURRED_IN_SA4
2710,Newcastle and Lake Macquarie,OCCURRED_IN_SA4
2711,Northern Territory - Outback,OCCURRED_IN_SA4
2712,Capital Region,OCCURRED_IN_SA4
2713,Melbourne - Inner East,OCCURRED_IN_SA4
2714,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
2715,Melbourne - Outer East,OCCURRED_IN_SA4
2716,Australian Capital Territory,OCCURRED_IN_SA4
2717,Bendigo,OCCURRED_IN_SA4
2718,Hobart,OCCURRED_IN_SA4
2719,Darling Downs - Maranoa,OCCURRED_IN_SA4
2720,Melbourne - West,OCCURRED_IN_SA4
2721,Western Australia - Wheat Belt,OCCURRED_IN_SA4
2722,Toowoomba,OCCURRED_IN_SA4
2723,Melbourne - South East,OCCURRED_IN_SA4
2724,Melbourne - Inner South,OCCURRED_IN_SA4
2725,Sydney - City and Inner South,OCCURRED_IN_SA4
2726,Geelong,OCCURRED_IN_SA4
2727,Richmond - Tweed,OCCURRED_IN_SA4
2728,Shepparton,OCCURRED_IN_SA4
2729,Northern Territory - Outback,OCCURRED_IN_SA4
2730,West and North West,OCCURRED_IN_SA4
2731,Melbourne - Inner,OCCURRED_IN_SA4
2732,Queensland - Outback,OCCURRED_IN_SA4
2733,Melbourne - Inner,OCCURRED_IN_SA4
2734,Sydney - North Sydney and Hornsby,OCCURRED_IN_SA4
2735,Northern Territory - Outback,OCCURRED_IN_SA4
2736,Gold Coast,OCCURRED_IN_SA4
2737,Northern Territory - Outback,OCCURRED_IN_SA4
2738,Logan - Beaudesert,OCCURRED_IN_SA4
2739,Central West,OCCURRED_IN_SA4
2740,North West,OCCURRED_IN_SA4
2741,Moreton Bay - North,OCCURRED_IN_SA4
2742,Melbourne - North West,OCCURRED_IN_SA4
2743,South Australia - South East,OCCURRED_IN_SA4
2744,Sydney - Outer West and Blue Mountains,OCCURRED_IN_SA4
2745,New England and North West,OCCURRED_IN_SA4
2746,Sydney - South West,OCCURRED_IN_SA4
2747,Adelaide - Central and Hills,OCCURRED_IN_SA4
2748,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
2749,Perth - South West,OCCURRED_IN_SA4
2750,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
2751,Riverina,OCCURRED_IN_SA4
2752,Western Australia - Wheat Belt,OCCURRED_IN_SA4
2753,Melbourne - Outer East,OCCURRED_IN_SA4
2754,Shepparton,OCCURRED_IN_SA4
2755,South Australia - Outback,OCCURRED_IN_SA4
2756,Cairns,OCCURRED_IN_SA4
2757,Riverina,OCCURRED_IN_SA4
2758,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
2759,Brisbane - West,OCCURRED_IN_SA4
2760,Darwin,OCCURRED_IN_SA4
2761,Capital Region,OCCURRED_IN_SA4
2762,Perth - South West,OCCURRED_IN_SA4
2763,New England and North West,OCCURRED_IN_SA4
2764,Far West and Orana,OCCURRED_IN_SA4
2765,Sydney - Outer South West,OCCURRED_IN_SA4
2766,Queensland - Outback,OCCURRED_IN_SA4
2767,Cairns,OCCURRED_IN_SA4
2768,Sydney - South West,OCCURRED_IN_SA4
2769,Capital Region,OCCURRED_IN_SA4
2770,Mornington Peninsula,OCCURRED_IN_SA4
2771,Melbourne - Inner South,OCCURRED_IN_SA4
2772,Hume,OCCURRED_IN_SA4
2773,Wide Bay,OCCURRED_IN_SA4
2774,Melbourne - North West,OCCURRED_IN_SA4
2775,Mandurah,OCCURRED_IN_SA4
2776,Western Australia - Wheat Belt,OCCURRED_IN_SA4
2777,Western Australia - Outback (North),OCCURRED_IN_SA4
2778,Hobart,OCCURRED_IN_SA4
2779,Sydney - South West,OCCURRED_IN_SA4
2780,South East,OCCURRED_IN_SA4
2781,Riverina,OCCURRED_IN_SA4
2782,Coffs Harbour - Grafton,OCCURRED_IN_SA4
2783,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
2784,Mid North Coast,OCCURRED_IN_SA4
2785,South Australia - South East,OCCURRED_IN_SA4
2786,Richmond - Tweed,OCCURRED_IN_SA4
2787,Hume,OCCURRED_IN_SA4
2788,Hume,OCCURRED_IN_SA4
2789,Sydney - Outer South West,OCCURRED_IN_SA4
2790,Sydney - Outer South West,OCCURRED_IN_SA4
2791,Perth - North West,OCCURRED_IN_SA4
2792,South Australia - South East,OCCURRED_IN_SA4
2793,Perth - Inner,OCCURRED_IN_SA4
