:START_ID(Crash),:END_ID(SA4),:TYPE
5450,Mid North Coast,OCCURRED_IN_SA4
5451,Capital Region,OCCURRED_IN_SA4
5452,Townsville,OCCURRED_IN_SA4
5453,Perth - Inner,OCCURRED_IN_SA4
5454,North West,OCCURRED_IN_SA4
5455,Sydney - Inner South West,OCCURRED_IN_SA4
5456,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5457,South East,OCCURRED_IN_SA4
5458,Toowoomba,OCCURRED_IN_SA4
5459,Melbourne - Outer East,OCCURRED_IN_SA4
5460,Central West,OCCURRED_IN_SA4
5461,Melbourne - South East,OCCURRED_IN_SA4
5462,Shepparton,OCCURRED_IN_SA4
5463,Sydney - Inner South West,OCCURRED_IN_SA4
5464,New England and North West,OCCURRED_IN_SA4
5465,New England and North West,OCCURRED_IN_SA4
5466,Sydney - Inner West,OCCURRED_IN_SA4
5467,Ipswich,OCCURRED_IN_SA4
5468,Ballarat,OCCURRED_IN_SA4
5469,Central West,OCCURRED_IN_SA4
5470,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
5471,Newcastle and Lake Macquarie,OCCURRED_IN_SA4
5472,Queensland - Outback,OCCURRED_IN_SA4
5473,Sydney - Parramatta,OCCURRED_IN_SA4
5474,Hobart,OCCURRED_IN_SA4
5475,Capital Region,OCCURRED_IN_SA4
5476,Mornington Peninsula,OCCURRED_IN_SA4
5477,Capital Region,OCCURRED_IN_SA4
5478,South Australia - South East,OCCURRED_IN_SA4
5479,Darwin,OCCURRED_IN_SA4
5480,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5481,Central Queensland,OCCURRED_IN_SA4
5482,Central Queensland,OCCURRED_IN_SA4
5483,Latrobe - Gippsland,OCCURRED_IN_SA4
5484,Sydney - South West,OCCURRED_IN_SA4
5485,Capital Region,OCCURRED_IN_SA4
5486,Bunbury,OCCURRED_IN_SA4
5487,Sydney - South West,OCCURRED_IN_SA4
5488,Melbourne - Inner East,OCCURRED_IN_SA4
5489,Melbourne - North West,OCCURRED_IN_SA4
5490,Melbourne - North East,OCCURRED_IN_SA4
5491,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5492,Sydney - North Sydney and Hornsby,OCCURRED_IN_SA4
5493,Sydney - Northern Beaches,OCCURRED_IN_SA4
5494,Brisbane - East,OCCURRED_IN_SA4
5495,Ipswich,OCCURRED_IN_SA4
5496,Capital Region,OCCURRED_IN_SA4
5497,Sydney - Blacktown,OCCURRED_IN_SA4
5498,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
5499,Melbourne - Outer East,OCCURRED_IN_SA4
5500,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
5501,Richmond - Tweed,OCCURRED_IN_SA4
5502,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5503,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
5504,Warrnambool and South West,OCCURRED_IN_SA4
5505,Ballarat,OCCURRED_IN_SA4
5506,Launceston and North East,OCCURRED_IN_SA4
5507,Melbourne - North West,OCCURRED_IN_SA4
5508,Brisbane - South,OCCURRED_IN_SA4
5509,North West,OCCURRED_IN_SA4
5510,Ipswich,OCCURRED_IN_SA4
5511,Northern Territory - Outback,OCCURRED_IN_SA4
5512,North West,OCCURRED_IN_SA4
5513,Cairns,OCCURRED_IN_SA4
5514,Central Queensland,OCCURRED_IN_SA4
5515,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
5516,Cairns,OCCURRED_IN_SA4
5517,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
5518,Far West and Orana,OCCURRED_IN_SA4
5519,Launceston and North East,OCCURRED_IN_SA4
5520,Sydney - North Sydney and Hornsby,OCCURRED_IN_SA4
5521,Central West,OCCURRED_IN_SA4
5522,Melbourne - North West,OCCURRED_IN_SA4
5523,Far West and Orana,OCCURRED_IN_SA4
5524,Coffs Harbour - Grafton,OCCURRED_IN_SA4
5525,Darling Downs - Maranoa,OCCURRED_IN_SA4
5526,Sydney - Parramatta,OCCURRED_IN_SA4
5527,Adelaide - South,OCCURRED_IN_SA4
5528,Mandurah,OCCURRED_IN_SA4
5529,Far West and Orana,OCCURRED_IN_SA4
5530,Perth - North West,OCCURRED_IN_SA4
5531,Sydney - City and Inner South,OCCURRED_IN_SA4
5532,Melbourne - South East,OCCURRED_IN_SA4
5533,Newcastle and Lake Macquarie,OCCURRED_IN_SA4
5534,Central Queensland,OCCURRED_IN_SA4
5535,Geelong,OCCURRED_IN_SA4
5536,Ballarat,OCCURRED_IN_SA4
5537,Richmond - Tweed,OCCURRED_IN_SA4
5538,Adelaide - Central and Hills,OCCURRED_IN_SA4
5539,Geelong,OCCURRED_IN_SA4
5540,Western Australia - Outback (South),OCCURRED_IN_SA4
5541,Ballarat,OCCURRED_IN_SA4
5542,Queensland - Outback,OCCURRED_IN_SA4
5543,Central West,OCCURRED_IN_SA4
5544,Mandurah,OCCURRED_IN_SA4
5545,Perth - South East,OCCURRED_IN_SA4
5546,Melbourne - North West,OCCURRED_IN_SA4
5547,South East,OCCURRED_IN_SA4
5548,Central West,OCCURRED_IN_SA4
5549,Melbourne - Inner South,OCCURRED_IN_SA4
5550,Murray,OCCURRED_IN_SA4
5551,Melbourne - Outer East,OCCURRED_IN_SA4
5552,Adelaide - North,OCCURRED_IN_SA4
5553,Perth - South East,OCCURRED_IN_SA4
5554,Sunshine Coast,OCCURRED_IN_SA4
5555,Murray,OCCURRED_IN_SA4
5556,Brisbane Inner City,OCCURRED_IN_SA4
5557,Sydney - City and Inner South,OCCURRED_IN_SA4
5558,Sydney - Outer South West,OCCURRED_IN_SA4
5559,South Australia - South East,OCCURRED_IN_SA4
5560,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5561,Shepparton,OCCURRED_IN_SA4
5562,Sydney - Outer South West,OCCURRED_IN_SA4
5563,Murray,OCCURRED_IN_SA4
5564,Cairns,OCCURRED_IN_SA4
5565,Coffs Harbour - Grafton,OCCURRED_IN_SA4
5566,Mid North Coast,OCCURRED_IN_SA4
5567,South Australia - South East,OCCURRED_IN_SA4
5568,Queensland - Outback,OCCURRED_IN_SA4
5569,Townsville,OCCURRED_IN_SA4
5570,New England and North West,OCCURRED_IN_SA4
5571,Riverina,OCCURRED_IN_SA4
5572,North West,OCCURRED_IN_SA4
5573,South Australia - South East,OCCURRED_IN_SA4
5574,Sydney - Inner South West,OCCURRED_IN_SA4
5575,Adelaide - South,OCCURRED_IN_SA4
5576,Perth - North West,OCCURRED_IN_SA4
5577,Darling Downs - Maranoa,OCCURRED_IN_SA4
5578,Capital Region,OCCURRED_IN_SA4
5579,South Australia - Outback,OCCURRED_IN_SA4
5580,New England and North West,OCCURRED_IN_SA4
5581,Adelaide - Central and Hills,OCCURRED_IN_SA4
5582,Newcastle and Lake Macquarie,OCCURRED_IN_SA4
5583,Hobart,OCCURRED_IN_SA4
5584,South Australia - Outback,OCCURRED_IN_SA4
5585,Mid North Coast,OCCURRED_IN_SA4
5586,Sydney - Eastern Suburbs,OCCURRED_IN_SA4
5587,Richmond - Tweed,OCCURRED_IN_SA4
5588,Perth - North West,OCCURRED_IN_SA4
5589,West and North West,OCCURRED_IN_SA4
5590,Riverina,OCCURRED_IN_SA4
5591,Perth - North West,OCCURRED_IN_SA4
5592,Bunbury,OCCURRED_IN_SA4
5593,Sydney - Ryde,OCCURRED_IN_SA4
5594,Bendigo,OCCURRED_IN_SA4
5595,Moreton Bay - North,OCCURRED_IN_SA4
5596,Central Queensland,OCCURRED_IN_SA4
5597,North West,OCCURRED_IN_SA4
5598,Darwin,OCCURRED_IN_SA4
5599,Melbourne - Inner,OCCURRED_IN_SA4
5600,Sydney - Eastern Suburbs,OCCURRED_IN_SA4
5601,Mornington Peninsula,OCCURRED_IN_SA4
5602,Adelaide - Central and Hills,OCCURRED_IN_SA4
5603,Sydney - South West,OCCURRED_IN_SA4
5604,Melbourne - West,OCCURRED_IN_SA4
5605,Bunbury,OCCURRED_IN_SA4
5606,Latrobe - Gippsland,OCCURRED_IN_SA4
5607,Melbourne - North East,OCCURRED_IN_SA4
5608,Warrnambool and South West,OCCURRED_IN_SA4
5609,Gold Coast,OCCURRED_IN_SA4
5610,Capital Region,OCCURRED_IN_SA4
5611,Mandurah,OCCURRED_IN_SA4
5612,Melbourne - Outer East,OCCURRED_IN_SA4
5613,Melbourne - South East,OCCURRED_IN_SA4
5614,Warrnambool and South West,OCCURRED_IN_SA4
5615,Sydney - Parramatta,OCCURRED_IN_SA4
5616,Sydney - Sutherland,OCCURRED_IN_SA4
5617,Richmond - Tweed,OCCURRED_IN_SA4
5618,Townsville,OCCURRED_IN_SA4
5619,New England and North West,OCCURRED_IN_SA4
5620,Central Coast,OCCURRED_IN_SA4
5621,Illawarra,OCCURRED_IN_SA4
5622,Latrobe - Gippsland,OCCURRED_IN_SA4
5623,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
5624,Melbourne - Outer East,OCCURRED_IN_SA4
5625,Central West,OCCURRED_IN_SA4
5626,Sydney - Parramatta,OCCURRED_IN_SA4
5627,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
5628,Geelong,OCCURRED_IN_SA4
5629,Melbourne - West,OCCURRED_IN_SA4
5630,Perth - South East,OCCURRED_IN_SA4
5631,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
5632,Adelaide - Central and Hills,OCCURRED_IN_SA4
5633,Central Queensland,OCCURRED_IN_SA4
5634,New England and North West,OCCURRED_IN_SA4
5635,Melbourne - Outer East,OCCURRED_IN_SA4
5636,Illawarra,OCCURRED_IN_SA4
5637,Central Queensland,OCCURRED_IN_SA4
5638,Mandurah,OCCURRED_IN_SA4
5639,Western Australia - Outback (North),OCCURRED_IN_SA4
5640,Coffs Harbour - Grafton,OCCURRED_IN_SA4
5641,Hume,OCCURRED_IN_SA4
5642,Sydney - Inner South West,OCCURRED_IN_SA4
5643,Sydney - Outer South West,OCCURRED_IN_SA4
5644,Warrnambool and South West,OCCURRED_IN_SA4
5645,Melbourne - Outer East,OCCURRED_IN_SA4
5646,Melbourne - North East,OCCURRED_IN_SA4
5647,Cairns,OCCURRED_IN_SA4
5648,Bunbury,OCCURRED_IN_SA4
5649,Launceston and North East,OCCURRED_IN_SA4
5650,Richmond - Tweed,OCCURRED_IN_SA4
5651,Gold Coast,OCCURRED_IN_SA4
5652,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5653,Geelong,OCCURRED_IN_SA4
5654,Richmond - Tweed,OCCURRED_IN_SA4
5655,Perth - Inner,OCCURRED_IN_SA4
5656,Sydney - Eastern Suburbs,OCCURRED_IN_SA4
5657,West and North West,OCCURRED_IN_SA4
5658,Geelong,OCCURRED_IN_SA4
5659,Central Coast,OCCURRED_IN_SA4
5660,Coffs Harbour - Grafton,OCCURRED_IN_SA4
5661,Murray,OCCURRED_IN_SA4
5662,North West,OCCURRED_IN_SA4
5663,Melbourne - South East,OCCURRED_IN_SA4
5664,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
5665,Melbourne - North West,OCCURRED_IN_SA4
5666,Shepparton,OCCURRED_IN_SA4
5667,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5668,Latrobe - Gippsland,OCCURRED_IN_SA4
5669,Bendigo,OCCURRED_IN_SA4
5670,Cairns,OCCURRED_IN_SA4
5671,Ballarat,OCCURRED_IN_SA4
5672,Western Australia - Outback (South),OCCURRED_IN_SA4
5673,Western Australia - Outback (North),OCCURRED_IN_SA4
5674,Geelong,OCCURRED_IN_SA4
5675,Coffs Harbour - Grafton,OCCURRED_IN_SA4
5676,Western Australia - Outback (South),OCCURRED_IN_SA4
5677,Adelaide - North,OCCURRED_IN_SA4
5678,Perth - South East,OCCURRED_IN_SA4
5679,Bunbury,OCCURRED_IN_SA4
5680,Ballarat,OCCURRED_IN_SA4
5681,Melbourne - West,OCCURRED_IN_SA4
5682,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5683,Wide Bay,OCCURRED_IN_SA4
5684,Australian Capital Territory,OCCURRED_IN_SA4
5685,Hume,OCCURRED_IN_SA4
5686,Central Coast,OCCURRED_IN_SA4
5687,Hume,OCCURRED_IN_SA4
5688,Western Australia - Outback (North),OCCURRED_IN_SA4
5689,Bunbury,OCCURRED_IN_SA4
5690,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
5691,Wide Bay,OCCURRED_IN_SA4
5692,North West,OCCURRED_IN_SA4
5693,Geelong,OCCURRED_IN_SA4
5694,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
5695,Mid North Coast,OCCURRED_IN_SA4
5696,Perth - South West,OCCURRED_IN_SA4
5697,Darling Downs - Maranoa,OCCURRED_IN_SA4
5698,Sydney - Inner South West,OCCURRED_IN_SA4
5699,New England and North West,OCCURRED_IN_SA4
5700,Adelaide - North,OCCURRED_IN_SA4
5701,Western Australia - Outback (South),OCCURRED_IN_SA4
5702,Townsville,OCCURRED_IN_SA4
5703,Darwin,OCCURRED_IN_SA4
5704,Mid North Coast,OCCURRED_IN_SA4
5705,Capital Region,OCCURRED_IN_SA4
5706,Perth - South East,OCCURRED_IN_SA4
5707,Capital Region,OCCURRED_IN_SA4
5708,Adelaide - North,OCCURRED_IN_SA4
5709,Far West and Orana,OCCURRED_IN_SA4
5710,Sydney - Sutherland,OCCURRED_IN_SA4
5711,Latrobe - Gippsland,OCCURRED_IN_SA4
5712,Coffs Harbour - Grafton,OCCURRED_IN_SA4
5713,Northern Territory - Outback,OCCURRED_IN_SA4
5714,Perth - South East,OCCURRED_IN_SA4
5715,Moreton Bay - North,OCCURRED_IN_SA4
5716,Darling Downs - Maranoa,OCCURRED_IN_SA4
5717,Ipswich,OCCURRED_IN_SA4
5718,Sydney - South West,OCCURRED_IN_SA4
5719,Shepparton,OCCURRED_IN_SA4
5720,Central West,OCCURRED_IN_SA4
5721,Melbourne - North East,OCCURRED_IN_SA4
5722,South Australia - South East,OCCURRED_IN_SA4
5723,Adelaide - North,OCCURRED_IN_SA4
5724,Adelaide - West,OCCURRED_IN_SA4
5725,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
5726,Melbourne - North East,OCCURRED_IN_SA4
5727,Shepparton,OCCURRED_IN_SA4
5728,Riverina,OCCURRED_IN_SA4
5729,Western Australia - Outback (South),OCCURRED_IN_SA4
5730,Warrnambool and South West,OCCURRED_IN_SA4
5731,Coffs Harbour - Grafton,OCCURRED_IN_SA4
5732,Wide Bay,OCCURRED_IN_SA4
5733,Gold Coast,OCCURRED_IN_SA4
5734,Shepparton,OCCURRED_IN_SA4
5735,Central West,OCCURRED_IN_SA4
5736,South Australia - South East,OCCURRED_IN_SA4
5737,Perth - North East,OCCURRED_IN_SA4
5738,Ballarat,OCCURRED_IN_SA4
5739,Northern Territory - Outback,OCCURRED_IN_SA4
5740,New England and North West,OCCURRED_IN_SA4
5741,Melbourne - Inner East,OCCURRED_IN_SA4
5742,Sydney - Outer South West,OCCURRED_IN_SA4
5743,Darwin,OCCURRED_IN_SA4
5744,Shepparton,OCCURRED_IN_SA4
5745,Adelaide - Central and Hills,OCCURRED_IN_SA4
5746,Melbourne - West,OCCURRED_IN_SA4
5747,Illawarra,OCCURRED_IN_SA4
5748,Northern Territory - Outback,OCCURRED_IN_SA4
5749,North West,OCCURRED_IN_SA4
5750,Richmond - Tweed,OCCURRED_IN_SA4
5751,Hobart,OCCURRED_IN_SA4
5752,Central Coast,OCCURRED_IN_SA4
5753,Adelaide - North,OCCURRED_IN_SA4
5754,Darling Downs - Maranoa,OCCURRED_IN_SA4
5755,Perth - South East,OCCURRED_IN_SA4
5756,Adelaide - North,OCCURRED_IN_SA4
5757,Mid North Coast,OCCURRED_IN_SA4
5758,New England and North West,OCCURRED_IN_SA4
5759,Capital Region,OCCURRED_IN_SA4
5760,Sydney - Baulkham Hills and Hawkesbury,OCCURRED_IN_SA4
5761,Bunbury,OCCURRED_IN_SA4
5762,Melbourne - West,OCCURRED_IN_SA4
5763,Far West and Orana,OCCURRED_IN_SA4
5764,Western Australia - Outback (South),OCCURRED_IN_SA4
5765,Bunbury,OCCURRED_IN_SA4
5766,Adelaide - West,OCCURRED_IN_SA4
5767,Mid North Coast,OCCURRED_IN_SA4
5768,Sydney - Blacktown,OCCURRED_IN_SA4
5769,Melbourne - Outer East,OCCURRED_IN_SA4
5770,Adelaide - West,OCCURRED_IN_SA4
5771,South Australia - South East,OCCURRED_IN_SA4
5772,Far West and Orana,OCCURRED_IN_SA4
5773,Wide Bay,OCCURRED_IN_SA4
5774,Central West,OCCURRED_IN_SA4
5775,Warrnambool and South West,OCCURRED_IN_SA4
5776,Ipswich,OCCURRED_IN_SA4
5777,Brisbane - South,OCCURRED_IN_SA4
5778,Mid North Coast,OCCURRED_IN_SA4
5779,Central West,OCCURRED_IN_SA4
5780,Adelaide - North,OCCURRED_IN_SA4
5781,Cairns,OCCURRED_IN_SA4
5782,Far West and Orana,OCCURRED_IN_SA4
5783,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
5784,Gold Coast,OCCURRED_IN_SA4
5785,Richmond - Tweed,OCCURRED_IN_SA4
5786,Sydney - Outer South West,OCCURRED_IN_SA4
5787,Murray,OCCURRED_IN_SA4
5788,Riverina,OCCURRED_IN_SA4
5789,Queensland - Outback,OCCURRED_IN_SA4
5790,New England and North West,OCCURRED_IN_SA4
5791,Bunbury,OCCURRED_IN_SA4
5792,Melbourne - South East,OCCURRED_IN_SA4
5793,Sunshine Coast,OCCURRED_IN_SA4
5794,Bendigo,OCCURRED_IN_SA4
5795,Mornington Peninsula,OCCURRED_IN_SA4
5796,South Australia - South East,OCCURRED_IN_SA4
5797,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
5798,New England and North West,OCCURRED_IN_SA4
5799,Northern Territory - Outback,OCCURRED_IN_SA4
5800,Ipswich,OCCURRED_IN_SA4
5801,North West,OCCURRED_IN_SA4
5802,Townsville,OCCURRED_IN_SA4
5803,Ballarat,OCCURRED_IN_SA4
5804,Sunshine Coast,OCCURRED_IN_SA4
5805,Warrnambool and South West,OCCURRED_IN_SA4
5806,Geelong,OCCURRED_IN_SA4
5807,Adelaide - South,OCCURRED_IN_SA4
5808,Sydney - South West,OCCURRED_IN_SA4
5809,Riverina,OCCURRED_IN_SA4
5810,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5811,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
5812,Central Queensland,OCCURRED_IN_SA4
5813,Launceston and North East,OCCURRED_IN_SA4
5814,Murray,OCCURRED_IN_SA4
5815,Ballarat,OCCURRED_IN_SA4
5816,Perth - North West,OCCURRED_IN_SA4
5817,Melbourne - West,OCCURRED_IN_SA4
5818,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
5819,Warrnambool and South West,OCCURRED_IN_SA4
5820,Far West and Orana,OCCURRED_IN_SA4
5821,Queensland - Outback,OCCURRED_IN_SA4
5822,Gold Coast,OCCURRED_IN_SA4
5823,Adelaide - Central and Hills,OCCURRED_IN_SA4
5824,Capital Region,OCCURRED_IN_SA4
5825,Melbourne - North West,OCCURRED_IN_SA4
5826,Brisbane - South,OCCURRED_IN_SA4
5827,Wide Bay,OCCURRED_IN_SA4
5828,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
5829,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5830,New England and North West,OCCURRED_IN_SA4
5831,Bunbury,OCCURRED_IN_SA4
5832,Murray,OCCURRED_IN_SA4
5833,Sunshine Coast,OCCURRED_IN_SA4
5834,Northern Territory - Outback,OCCURRED_IN_SA4
5835,Perth - South East,OCCURRED_IN_SA4
5836,Cairns,OCCURRED_IN_SA4
5837,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
5838,Western Australia - Outback (South),OCCURRED_IN_SA4
5839,Capital Region,OCCURRED_IN_SA4
5840,South East,OCCURRED_IN_SA4
5841,Cairns,OCCURRED_IN_SA4
5842,Darling Downs - Maranoa,OCCURRED_IN_SA4
5843,Adelaide - North,OCCURRED_IN_SA4
5844,Moreton Bay - South,OCCURRED_IN_SA4
5845,Northern Territory - Outback,OCCURRED_IN_SA4
5846,Mandurah,OCCURRED_IN_SA4
5847,Launceston and North East,OCCURRED_IN_SA4
5848,Sydney - South West,OCCURRED_IN_SA4
5849,Mackay - Isaac - Whitsunday,OCCURRED_IN_SA4
5850,Sydney - Outer South West,OCCURRED_IN_SA4
5851,Bendigo,OCCURRED_IN_SA4
5852,Riverina,OCCURRED_IN_SA4
5853,Bunbury,OCCURRED_IN_SA4
5854,Melbourne - Outer East,OCCURRED_IN_SA4
5855,Sydney - City and Inner South,OCCURRED_IN_SA4
5856,Perth - North West,OCCURRED_IN_SA4
5857,Melbourne - West,OCCURRED_IN_SA4
5858,Toowoomba,OCCURRED_IN_SA4
5859,Sydney - Outer West and Blue Mountains,OCCURRED_IN_SA4
5860,Sydney - South West,OCCURRED_IN_SA4
5861,Sydney - Eastern Suburbs,OCCURRED_IN_SA4
5862,Melbourne - Outer East,OCCURRED_IN_SA4
5863,Sydney - Inner South West,OCCURRED_IN_SA4
5864,Melbourne - Inner East,OCCURRED_IN_SA4
5865,Townsville,OCCURRED_IN_SA4
5866,Adelaide - North,OCCURRED_IN_SA4
5867,Sydney - South West,OCCURRED_IN_SA4
5868,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
5869,Launceston and North East,OCCURRED_IN_SA4
5870,Melbourne - South East,OCCURRED_IN_SA4
5871,Northern Territory - Outback,OCCURRED_IN_SA4
5872,South Australia - Outback,OCCURRED_IN_SA4
5873,Latrobe - Gippsland,OCCURRED_IN_SA4
5874,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5875,Sydney - Inner West,OCCURRED_IN_SA4
5876,Sydney - Parramatta,OCCURRED_IN_SA4
5877,Gold Coast,OCCURRED_IN_SA4
5878,Hume,OCCURRED_IN_SA4
5879,Melbourne - Inner South,OCCURRED_IN_SA4
5880,Darling Downs - Maranoa,OCCURRED_IN_SA4
5881,Perth - North West,OCCURRED_IN_SA4
5882,Sydney - Inner South West,OCCURRED_IN_SA4
5883,Northern Territory - Outback,OCCURRED_IN_SA4
5884,Sunshine Coast,OCCURRED_IN_SA4
5885,Wide Bay,OCCURRED_IN_SA4
5886,South Australia - South East,OCCURRED_IN_SA4
5887,Central West,OCCURRED_IN_SA4
5888,Melbourne - Inner,OCCURRED_IN_SA4
5889,Sydney - Parramatta,OCCURRED_IN_SA4
5890,Gold Coast,OCCURRED_IN_SA4
5891,Sydney - City and Inner South,OCCURRED_IN_SA4
5892,New England and North West,OCCURRED_IN_SA4
5893,Townsville,OCCURRED_IN_SA4
5894,Townsville,OCCURRED_IN_SA4
5895,Western Australia - Outback (North),OCCURRED_IN_SA4
5896,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5897,South Australia - South East,OCCURRED_IN_SA4
5898,Melbourne - North East,OCCURRED_IN_SA4
5899,Illawarra,OCCURRED_IN_SA4
5900,Latrobe - Gippsland,OCCURRED_IN_SA4
5901,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
5902,Brisbane - North,OCCURRED_IN_SA4
5903,Darling Downs - Maranoa,OCCURRED_IN_SA4
5904,Perth - South East,OCCURRED_IN_SA4
5905,Coffs Harbour - Grafton,OCCURRED_IN_SA4
5906,Queensland - Outback,OCCURRED_IN_SA4
5907,Barossa - Yorke - Mid North,OCCURRED_IN_SA4
5908,Central Coast,OCCURRED_IN_SA4
5909,Ballarat,OCCURRED_IN_SA4
5910,Gold Coast,OCCURRED_IN_SA4
5911,Melbourne - Outer East,OCCURRED_IN_SA4
5912,Sunshine Coast,OCCURRED_IN_SA4
5913,Melbourne - South East,OCCURRED_IN_SA4
5914,Capital Region,OCCURRED_IN_SA4
5915,Mandurah,OCCURRED_IN_SA4
5916,Melbourne - North West,OCCURRED_IN_SA4
5917,Sydney - Outer West and Blue Mountains,OCCURRED_IN_SA4
5918,Bunbury,OCCURRED_IN_SA4
5919,Perth - North East,OCCURRED_IN_SA4
5920,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5921,South Australia - South East,OCCURRED_IN_SA4
5922,Latrobe - Gippsland,OCCURRED_IN_SA4
5923,Bendigo,OCCURRED_IN_SA4
5924,Adelaide - Central and Hills,OCCURRED_IN_SA4
5925,Logan - Beaudesert,OCCURRED_IN_SA4
5926,Darwin,OCCURRED_IN_SA4
5927,Melbourne - Outer East,OCCURRED_IN_SA4
5928,Melbourne - Inner,OCCURRED_IN_SA4
5929,Sydney - City and Inner South,OCCURRED_IN_SA4
5930,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5931,Central West,OCCURRED_IN_SA4
5932,Hunter Valley exc Newcastle,OCCURRED_IN_SA4
5933,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5934,Latrobe - Gippsland,OCCURRED_IN_SA4
5935,Bunbury,OCCURRED_IN_SA4
5936,Central Coast,OCCURRED_IN_SA4
5937,Wide Bay,OCCURRED_IN_SA4
5938,South Australia - South East,OCCURRED_IN_SA4
5939,Hobart,OCCURRED_IN_SA4
5940,Ipswich,OCCURRED_IN_SA4
5941,Logan - Beaudesert,OCCURRED_IN_SA4
5942,Sydney - Outer West and Blue Mountains,OCCURRED_IN_SA4
5943,Launceston and North East,OCCURRED_IN_SA4
5944,Bunbury,OCCURRED_IN_SA4
5945,Central West,OCCURRED_IN_SA4
5946,Sydney - Outer West and Blue Mountains,OCCURRED_IN_SA4
5947,Melbourne - Inner,OCCURRED_IN_SA4
5948,Adelaide - North,OCCURRED_IN_SA4
5949,South Australia - South East,OCCURRED_IN_SA4
5950,Sydney - Sutherland,OCCURRED_IN_SA4
5951,Latrobe - Gippsland,OCCURRED_IN_SA4
5952,Logan - Beaudesert,OCCURRED_IN_SA4
5953,Illawarra,OCCURRED_IN_SA4
5954,Western Australia - Outback (South),OCCURRED_IN_SA4
5955,Sydney - North Sydney and Hornsby,OCCURRED_IN_SA4
5956,Latrobe - Gippsland,OCCURRED_IN_SA4
5957,Melbourne - Inner East,OCCURRED_IN_SA4
5958,Sydney - Parramatta,OCCURRED_IN_SA4
5959,Coffs Harbour - Grafton,OCCURRED_IN_SA4
5960,Sydney - Outer West and Blue Mountains,OCCURRED_IN_SA4
5961,Melbourne - Inner South,OCCURRED_IN_SA4
5962,Central West,OCCURRED_IN_SA4
5963,Southern Highlands and Shoalhaven,OCCURRED_IN_SA4
5964,Hume,OCCURRED_IN_SA4
5965,Queensland - Outback,OCCURRED_IN_SA4
5966,Sydney - City and Inner South,OCCURRED_IN_SA4
5967,Northern Territory - Outback,OCCURRED_IN_SA4
5968,Mid North Coast,OCCURRED_IN_SA4
5969,Latrobe - Gippsland,OCCURRED_IN_SA4
5970,Melbourne - West,OCCURRED_IN_SA4
5971,Ipswich,OCCURRED_IN_SA4
5972,Melbourne - Inner East,OCCURRED_IN_SA4
5973,South Australia - South East,OCCURRED_IN_SA4
5974,Wide Bay,OCCURRED_IN_SA4
5975,Northern Territory - Outback,OCCURRED_IN_SA4
5976,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5977,Warrnambool and South West,OCCURRED_IN_SA4
5978,Melbourne - Inner South,OCCURRED_IN_SA4
5979,Murray,OCCURRED_IN_SA4
5980,Perth - South East,OCCURRED_IN_SA4
5981,Melbourne - Outer East,OCCURRED_IN_SA4
5982,Shepparton,OCCURRED_IN_SA4
5983,Moreton Bay - North,OCCURRED_IN_SA4
5984,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5985,Western Australia - Wheat Belt,OCCURRED_IN_SA4
5986,Darling Downs - Maranoa,OCCURRED_IN_SA4
5987,Warrnambool and South West,OCCURRED_IN_SA4
5988,New England and North West,OCCURRED_IN_SA4
5989,Queensland - Outback,OCCURRED_IN_SA4
